# Region type : patch inlet
# Faces       : 8
# Area        : 1.000000e-03
# Scale factor: 1.000000e+00
# Time        	areaIntegrate(U)
0.165         	(1.046929e-04 -1.376900e-10 0.000000e+00)
0.17          	(1.059412e-04 -1.182683e-10 0.000000e+00)
0.175         	(1.071319e-04 -1.002545e-10 0.000000e+00)
0.18          	(1.082668e-04 -8.727284e-11 0.000000e+00)
0.185         	(1.093493e-04 -7.360051e-11 0.000000e+00)
0.19          	(1.103814e-04 -6.268956e-11 0.000000e+00)
0.195         	(1.113656e-04 -4.820451e-11 0.000000e+00)
0.2           	(1.123041e-04 -4.127874e-11 0.000000e+00)
0.205         	(1.131989e-04 -3.512207e-11 0.000000e+00)
0.21          	(1.140524e-04 -2.780437e-11 0.000000e+00)
0.215         	(1.148660e-04 -2.456542e-11 0.000000e+00)
0.22          	(1.156420e-04 -2.001447e-11 0.000000e+00)
0.225         	(1.163817e-04 -1.593893e-11 0.000000e+00)
0.23          	(1.170873e-04 -1.143282e-11 0.000000e+00)
0.235         	(1.177600e-04 -8.698819e-12 0.000000e+00)
0.24          	(1.184014e-04 -6.938174e-12 0.000000e+00)
0.245         	(1.190131e-04 -7.727078e-12 0.000000e+00)
0.25          	(1.195964e-04 -6.991720e-12 0.000000e+00)
0.255         	(1.201526e-04 -3.282134e-12 0.000000e+00)
0.26          	(1.206829e-04 8.664194e-13 0.000000e+00)
0.265         	(1.211886e-04 5.308907e-12 0.000000e+00)
0.27          	(1.216708e-04 1.195975e-12 0.000000e+00)
0.275         	(1.221306e-04 4.439405e-12 0.000000e+00)
0.28          	(1.225691e-04 1.937978e-12 0.000000e+00)
0.285         	(1.229868e-04 9.274349e-12 0.000000e+00)
0.29          	(1.233854e-04 1.019801e-11 0.000000e+00)
0.295         	(1.237653e-04 7.690991e-12 0.000000e+00)
0.3           	(1.241275e-04 1.147910e-11 0.000000e+00)
0.305         	(1.244729e-04 1.614893e-11 0.000000e+00)
0.31          	(1.248024e-04 1.474325e-11 0.000000e+00)
0.315         	(1.251165e-04 1.512526e-11 0.000000e+00)
0.32          	(1.254161e-04 1.542032e-11 0.000000e+00)
0.325         	(1.257018e-04 1.602815e-11 0.000000e+00)
0.33          	(1.259742e-04 1.308521e-11 0.000000e+00)
0.335         	(1.262339e-04 1.601275e-11 0.000000e+00)
0.34          	(1.264816e-04 1.604905e-11 0.000000e+00)
0.345         	(1.267178e-04 1.614013e-11 0.000000e+00)
0.35          	(1.269430e-04 1.639371e-11 0.000000e+00)
0.355         	(1.271578e-04 1.500085e-11 0.000000e+00)
0.36          	(1.273626e-04 1.493664e-11 0.000000e+00)
0.365         	(1.275579e-04 1.547809e-11 0.000000e+00)
0.37          	(1.277441e-04 1.488031e-11 0.000000e+00)
0.375         	(1.279217e-04 1.521148e-11 0.000000e+00)
0.38          	(1.280911e-04 1.515080e-11 0.000000e+00)
0.385         	(1.282526e-04 1.411718e-11 0.000000e+00)
0.39          	(1.284066e-04 1.395191e-11 0.000000e+00)
0.395         	(1.285534e-04 1.388592e-11 0.000000e+00)
0.4           	(1.286934e-04 1.280504e-11 0.000000e+00)
0.405         	(1.288270e-04 1.286348e-11 0.000000e+00)
0.41          	(1.289543e-04 1.248673e-11 0.000000e+00)
0.415         	(1.290757e-04 1.149335e-11 0.000000e+00)
0.42          	(1.291915e-04 1.163779e-11 0.000000e+00)
0.425         	(1.293019e-04 1.071090e-11 0.000000e+00)
0.43          	(1.294072e-04 9.905908e-12 0.000000e+00)
0.435         	(1.295076e-04 1.011036e-11 0.000000e+00)
0.44          	(1.296034e-04 9.210521e-12 0.000000e+00)
0.445         	(1.296947e-04 9.251156e-12 0.000000e+00)
0.45          	(1.297817e-04 9.445235e-12 0.000000e+00)
0.455         	(1.298647e-04 8.423009e-12 0.000000e+00)
0.46          	(1.299439e-04 8.448455e-12 0.000000e+00)
0.465         	(1.300194e-04 7.742256e-12 0.000000e+00)
0.47          	(1.300914e-04 6.670250e-12 0.000000e+00)
0.475         	(1.301600e-04 6.924816e-12 0.000000e+00)
0.48          	(1.302252e-04 1.000683e-11 0.000000e+00)
0.485         	(1.302873e-04 1.200534e-11 0.000000e+00)
0.49          	(1.303466e-04 1.379598e-11 0.000000e+00)
0.495         	(1.304031e-04 1.535472e-11 0.000000e+00)
0.5           	(1.304570e-04 1.610005e-11 0.000000e+00)
