# Region type : patch inlet
# Faces       : 15
# Area        : 1.000000e-03
# Scale factor: 1.000000e+00
# Time        	areaIntegrate(U)
0.435         	(7.181914e-04 2.884624e-10 0.000000e+00)
0.44          	(7.187114e-04 2.855677e-10 0.000000e+00)
0.445         	(7.192063e-04 2.746996e-10 0.000000e+00)
0.45          	(7.196787e-04 2.541736e-10 0.000000e+00)
0.455         	(7.201256e-04 2.496758e-10 0.000000e+00)
0.46          	(7.205519e-04 2.597660e-10 0.000000e+00)
0.465         	(7.209584e-04 2.660417e-10 0.000000e+00)
0.47          	(7.213460e-04 2.724319e-10 0.000000e+00)
0.475         	(7.217159e-04 2.736984e-10 0.000000e+00)
0.48          	(7.220692e-04 2.740520e-10 0.000000e+00)
0.485         	(7.224052e-04 2.571577e-10 0.000000e+00)
0.49          	(7.227263e-04 2.564872e-10 0.000000e+00)
0.495         	(7.230323e-04 2.614948e-10 0.000000e+00)
0.5           	(7.233240e-04 2.544018e-10 0.000000e+00)
