# Region type : patch inlet
# Faces       : 15
# Area        : 1.000000e-03
# Scale factor: 1.000000e+00
# Time        	areaIntegrate(U)
0.305         	(1.219070e-04 3.409216e-11 0.000000e+00)
0.31          	(1.222253e-04 3.539641e-11 0.000000e+00)
0.315         	(1.225286e-04 3.846325e-11 0.000000e+00)
0.32          	(1.228177e-04 4.057239e-11 0.000000e+00)
0.325         	(1.230933e-04 3.825098e-11 0.000000e+00)
0.33          	(1.233562e-04 4.105023e-11 0.000000e+00)
0.335         	(1.236066e-04 4.405463e-11 0.000000e+00)
0.34          	(1.238455e-04 4.251648e-11 0.000000e+00)
0.345         	(1.240730e-04 3.975872e-11 0.000000e+00)
0.35          	(1.242901e-04 3.897699e-11 0.000000e+00)
0.355         	(1.244969e-04 4.035144e-11 0.000000e+00)
0.36          	(1.246941e-04 3.860509e-11 0.000000e+00)
0.365         	(1.248820e-04 3.521879e-11 0.000000e+00)
0.37          	(1.250613e-04 3.540576e-11 0.000000e+00)
0.375         	(1.252321e-04 3.327927e-11 0.000000e+00)
0.38          	(1.253944e-04 3.527956e-11 0.000000e+00)
0.385         	(1.255491e-04 3.698774e-11 0.000000e+00)
0.39          	(1.256966e-04 3.516831e-11 0.000000e+00)
0.395         	(1.258372e-04 3.424342e-11 0.000000e+00)
0.4           	(1.259714e-04 3.489761e-11 0.000000e+00)
0.405         	(1.260991e-04 3.509474e-11 0.000000e+00)
0.41          	(1.262211e-04 3.742256e-11 0.000000e+00)
0.415         	(1.263373e-04 3.745247e-11 0.000000e+00)
0.42          	(1.264481e-04 3.774793e-11 0.000000e+00)
0.425         	(1.265538e-04 3.847040e-11 0.000000e+00)
0.43          	(1.266545e-04 3.496999e-11 0.000000e+00)
0.435         	(1.267506e-04 3.447831e-11 0.000000e+00)
0.44          	(1.268422e-04 3.533945e-11 0.000000e+00)
0.445         	(1.269295e-04 3.199754e-11 0.000000e+00)
0.45          	(1.270127e-04 3.333931e-11 0.000000e+00)
0.455         	(1.270920e-04 3.443346e-11 0.000000e+00)
0.46          	(1.271672e-04 3.533761e-11 0.000000e+00)
0.465         	(1.272388e-04 3.615170e-11 0.000000e+00)
0.47          	(1.273072e-04 3.601727e-11 0.000000e+00)
0.475         	(1.273723e-04 3.424575e-11 0.000000e+00)
0.48          	(1.274344e-04 3.786212e-11 0.000000e+00)
0.485         	(1.274937e-04 3.989870e-11 0.000000e+00)
0.49          	(1.275503e-04 3.470907e-11 0.000000e+00)
0.495         	(1.276042e-04 3.322799e-11 0.000000e+00)
0.5           	(1.276557e-04 3.479998e-11 0.000000e+00)
